drug_local_idx,model,matched_AUROC,matched_AUPR,pos_gt_ctrl_rate,pos_minus_ctrl_score
55,CAFNet-D + ATC+target,0.5966701352757544,0.6787708327176203,0.7225806451612903,0.5306852288183666
55,Global popularity,0.5697190426638918,0.6761137884701872,0.6193548387096774,0.10691517323775387
56,CAFNet,0.77439446366782,0.7567317807827767,0.8,0.7132696782841402
56,CAFNet-D full,0.7294117647058824,0.7560802090675561,0.7647058823529411,0.6590505408890107
56,CAFNet-D + ATC,0.6083044982698962,0.6654974128463984,0.6352941176470588,0.2932100516908309
56,CAFNet-D + ATC+target,0.5923875432525951,0.6477761652741146,0.6,0.2810993054772124
56,Global popularity,0.6650519031141868,0.712915781361414,0.6823529411764706,0.10393028322440087
57,CAFNet,0.6275152278932996,0.6459985995345504,0.663768115942029,0.5409453211676167
57,CAFNet-D full,0.6651386263390044,0.6659213798770289,0.7130434782608696,0.9172249369174782
57,CAFNet-D + ATC,0.4984010712035287,0.5559010803939338,0.5021739130434782,-0.011170401363431112
57,CAFNet-D + ATC+target,0.5247742070993489,0.5664586050626113,0.553623188405797,0.14004259520493773
57,Global popularity,0.5201060701533291,0.5705978933112659,0.5166666666666667,0.025078904991948467
58,CAFNet,0.8187500000000001,0.862675670673903,0.825,0.8286901831626892
58,CAFNet-D full,0.821875,0.8569623327687843,0.85,0.8046482373028994
58,CAFNet-D + ATC,0.7156250000000001,0.7815621613034289,0.75,0.6299589251168072
58,CAFNet-D + ATC+target,0.696875,0.7707910284838166,0.75,0.6196913819760085
58,Global popularity,0.7156250000000001,0.7806070618570619,0.7,0.16118518518518518
59,CAFNet,0.7983471074380165,0.7830698632292759,0.8636363636363636,1.1631482127376578
59,CAFNet-D full,0.6900826446280992,0.7721445326512479,0.8,0.8501267621462996
