drug_idx,fold,group,model,AP,nDCG@10,P@15,R@15
669,8,rare,CAFNet-D,,,,
669,8,rare,CAFNet,,,,
669,8,rare,A3Net,,,,
669,8,rare,CAFNet-D w/o association residual,,,,
669,8,rare,CAFNet-D w/o bias/popularity prior,,,,
669,8,rare,Global popularity,,,,
669,8,rare,HSTrans100,,,,
669,8,mid,CAFNet-D,0.08994654741636633,0.09162544430476362,0.13333333333333333,0.2857142857142857
669,8,mid,CAFNet,0.07110829378481626,0.08274602130532004,0.06666666666666667,0.14285714285714285
669,8,mid,A3Net,0.1124348685631774,0.20424960638019765,0.13333333333333333,0.2857142857142857
669,8,mid,CAFNet-D w/o association residual,0.16756571426695888,0.17342765698823948,0.13333333333333333,0.2857142857142857
669,8,mid,CAFNet-D w/o bias/popularity prior,0.20528986650268113,0.27487633291429087,0.06666666666666667,0.14285714285714285
669,8,mid,Global popularity,0.05715059049459217,0.0,0.06666666666666667,0.14285714285714285
669,8,mid,HSTrans100,0.16726293110356447,0.20509662144948265,0.2,0.42857142857142855
669,8,frequent,CAFNet-D,0.6772303968808263,0.92663607790064,0.7333333333333333,0.39285714285714285
669,8,frequent,CAFNet,0.8054593360995587,1.0,1.0,0.5357142857142857
669,8,frequent,A3Net,0.6295956949775733,0.7859162856301584,0.6666666666666666,0.35714285714285715
669,8,frequent,CAFNet-D w/o association residual,0.7625746893860506,1.0,0.8,0.42857142857142855
669,8,frequent,CAFNet-D w/o bias/popularity prior,0.7436797268701374,0.92663607790064,0.7333333333333333,0.39285714285714285
669,8,frequent,Global popularity,0.7411672127221638,1.0,0.8666666666666667,0.4642857142857143
669,8,frequent,HSTrans100,0.5254821424520653,0.5617131059245699,0.6,0.32142857142857145
670,7,rare,CAFNet-D,0.0047169811320754715,0.0,0.0,0.0
670,7,rare,CAFNet,0.003875968992248062,0.0,0.0,0.0
670,7,rare,A3Net,0.002506265664160401,0.0,0.0,0.0
670,7,rare,CAFNet-D w/o association residual,0.020833333333333332,0.0,0.0,0.0
670,7,rare,CAFNet-D w/o bias/popularity prior,0.027777777777777776,0.0,0.0,0.0
670,7,rare,Global popularity,0.0024509803921568627,0.0,0.0,0.0
670,7,rare,HSTrans100,0.01818181818181818,0.0,0.0,0.0
670,7,mid,CAFNet-D,,,,
670,7,mid,CAFNet,,,,
670,7,mid,A3Net,,,,
670,7,mid,CAFNet-D w/o association residual,,,,
670,7,mid,CAFNet-D w/o bias/popularity prior,,,,
670,7,mid,Global popularity,,,,
670,7,mid,HSTrans100,,,,
670,7,frequent,CAFNet-D,0.5475158658535929,0.7019727018777485,0.5333333333333333,0.5333333333333333
670,7,frequent,CAFNet,0.1876364446868973,0.15139734109601005,0.2,0.2
670,7,frequent,A3Net,0.49858156927351965,0.6489315753318466,0.4,0.4
670,7,frequent,CAFNet-D w/o association residual,0.48458299836557817,0.6168295842361275,0.4666666666666667,0.4666666666666667
670,7,frequent,CAFNet-D w/o bias/popularity prior,0.39328849694931634,0.514186364257749,0.4,0.4
670,7,frequent,Global popularity,0.5424297274500044,0.6421867266689011,0.4,0.4
670,7,frequent,HSTrans100,0.35196418386588424,0.513528549750033,0.26666666666666666,0.26666666666666666
671,9,rare,CAFNet-D,,,,
671,9,rare,CAFNet,,,,
671,9,rare,A3Net,,,,
671,9,rare,CAFNet-D w/o association residual,,,,
671,9,rare,CAFNet-D w/o bias/popularity prior,,,,
671,9,rare,Global popularity,,,,
671,9,rare,HSTrans100,,,,
671,9,mid,CAFNet-D,,,,
671,9,mid,CAFNet,,,,
671,9,mid,A3Net,,,,
671,9,mid,CAFNet-D w/o association residual,,,,
671,9,mid,CAFNet-D w/o bias/popularity prior,,,,
671,9,mid,Global popularity,,,,
671,9,mid,HSTrans100,,,,
671,9,frequent,CAFNet-D,0.35621198000678495,0.442219594238013,0.3333333333333333,0.4166666666666667
671,9,frequent,CAFNet,0.20048435844771972,0.2140837143698417,0.2,0.25
671,9,frequent,A3Net,0.30230339038134485,0.37063551854141713,0.3333333333333333,0.4166666666666667
671,9,frequent,CAFNet-D w/o association residual,0.33298809180831657,0.3600558568883673,0.3333333333333333,0.4166666666666667
671,9,frequent,CAFNet-D w/o bias/popularity prior,0.33967012350261994,0.35969100690634187,0.3333333333333333,0.4166666666666667
671,9,frequent,Global popularity,0.33084026794682686,0.45767527470376834,0.3333333333333333,0.4166666666666667
671,9,frequent,HSTrans100,0.3246277685722861,0.4263100803427563,0.3333333333333333,0.4166666666666667
672,2,rare,CAFNet-D,,,,
672,2,rare,CAFNet,,,,
672,2,rare,A3Net,,,,
672,2,rare,CAFNet-D w/o association residual,,,,
672,2,rare,CAFNet-D w/o bias/popularity prior,,,,
672,2,rare,Global popularity,,,,
672,2,rare,HSTrans100,,,,
672,2,mid,CAFNet-D,0.013664770077418151,0.0,0.0,0.0
672,2,mid,CAFNet,0.012891986062717771,0.0,0.0,0.0
672,2,mid,A3Net,0.015506380229365208,0.0,0.0,0.0
672,2,mid,CAFNet-D w/o association residual,0.009073778214739255,0.0,0.0,0.0
672,2,mid,CAFNet-D w/o bias/popularity prior,0.02982456140350877,0.0,0.0,0.0
672,2,mid,Global popularity,0.029459241323648102,0.0,0.0,0.0
672,2,mid,HSTrans100,0.037500000000000006,0.0,0.0,0.0
672,2,frequent,CAFNet-D,0.4872312230560204,0.5965173333990071,0.5333333333333333,0.6153846153846154
672,2,frequent,CAFNet,0.34530158511507153,0.3418189578169027,0.4,0.46153846153846156
672,2,frequent,A3Net,0.21225357639317122,0.22793826167775835,0.2,0.23076923076923078
672,2,frequent,CAFNet-D w/o association residual,0.453097223902514,0.4642913062995819,0.4666666666666667,0.5384615384615384
672,2,frequent,CAFNet-D w/o bias/popularity prior,0.41836252529420853,0.43199642233783897,0.5333333333333333,0.6153846153846154
672,2,frequent,Global popularity,0.5616398995978001,0.5801476231864474,0.5333333333333333,0.6153846153846154
672,2,frequent,HSTrans100,0.47190039836582215,0.545155778742082,0.4666666666666667,0.5384615384615384
673,1,rare,CAFNet-D,,,,
673,1,rare,CAFNet,,,,
673,1,rare,A3Net,,,,
673,1,rare,CAFNet-D w/o association residual,,,,
673,1,rare,CAFNet-D w/o bias/popularity prior,,,,
673,1,rare,Global popularity,,,,
673,1,rare,HSTrans100,,,,
673,1,mid,CAFNet-D,,,,
673,1,mid,CAFNet,,,,
673,1,mid,A3Net,,,,
673,1,mid,CAFNet-D w/o association residual,,,,
673,1,mid,CAFNet-D w/o bias/popularity prior,,,,
673,1,mid,Global popularity,,,,
673,1,mid,HSTrans100,,,,
673,1,frequent,CAFNet-D,0.6312580534907012,0.77523873680463,0.6,0.5625
673,1,frequent,CAFNet,0.6037476429415279,0.633219679627003,0.5333333333333333,0.5
673,1,frequent,A3Net,0.5320969326725906,0.6117559472330091,0.6,0.5625
673,1,frequent,CAFNet-D w/o association residual,0.6694336231847081,0.7917063341896683,0.7333333333333333,0.6875
673,1,frequent,CAFNet-D w/o bias/popularity prior,0.48996109932139437,0.628164947569372,0.4,0.375
673,1,frequent,Global popularity,0.6791983790065745,0.8364586133797037,0.6666666666666666,0.625
673,1,frequent,HSTrans100,0.3213992973986371,0.4263100803427563,0.4,0.375
674,0,rare,CAFNet-D,,,,
674,0,rare,CAFNet,,,,
674,0,rare,A3Net,,,,
674,0,rare,CAFNet-D w/o association residual,,,,
674,0,rare,CAFNet-D w/o bias/popularity prior,,,,
674,0,rare,Global popularity,,,,
674,0,rare,HSTrans100,,,,
674,0,mid,CAFNet-D,0.023596575601399238,0.0,0.0,0.0
674,0,mid,CAFNet,0.02604523919666927,0.0,0.0,0.0
674,0,mid,A3Net,0.024258979236785196,0.0,0.0,0.0
674,0,mid,CAFNet-D w/o association residual,0.020697534133910324,0.0,0.0,0.0
674,0,mid,CAFNet-D w/o bias/popularity prior,0.022771284453527444,0.0,0.0,0.0
674,0,mid,Global popularity,0.018635915564771066,0.0,0.0,0.0
674,0,mid,HSTrans100,0.010945997444140721,0.0,0.0,0.0
674,0,frequent,CAFNet-D,0.6889768129258517,1.0,0.8666666666666667,0.4482758620689655
674,0,frequent,CAFNet,0.6778747021223919,0.92663607790064,0.9333333333333333,0.4827586206896552
674,0,frequent,A3Net,0.6761555206590748,1.0,0.8,0.41379310344827586
674,0,frequent,CAFNet-D w/o association residual,0.6565579233682104,1.0,0.8,0.41379310344827586
674,0,frequent,CAFNet-D w/o bias/popularity prior,0.6939542578910557,0.9337457765456111,0.9333333333333333,0.4827586206896552
674,0,frequent,Global popularity,0.7035499345761524,1.0,0.9333333333333333,0.4827586206896552
674,0,frequent,HSTrans100,0.5988857020857122,0.9305687780632229,0.6666666666666666,0.3448275862068966
675,1,rare,CAFNet-D,0.00412167790403445,0.0,0.0,0.0
675,1,rare,CAFNet,0.0038246155816617686,0.0,0.0,0.0
675,1,rare,A3Net,0.02235294117647059,0.0,0.0,0.0
675,1,rare,CAFNet-D w/o association residual,0.004559018567639257,0.0,0.0,0.0
675,1,rare,CAFNet-D w/o bias/popularity prior,0.006730684907480487,0.0,0.0,0.0
675,1,rare,Global popularity,0.0035944456355862728,0.0,0.0,0.0
675,1,rare,HSTrans100,0.005726691790922497,0.0,0.0,0.0
675,1,mid,CAFNet-D,0.16666666666666666,0.3562071871080222,0.06666666666666667,1.0
675,1,mid,CAFNet,0.0037735849056603774,0.0,0.0,0.0
675,1,mid,A3Net,0.0036363636363636364,0.0,0.0,0.0
675,1,mid,CAFNet-D w/o association residual,0.023255813953488372,0.0,0.0,0.0
675,1,mid,CAFNet-D w/o bias/popularity prior,0.027777777777777776,0.0,0.0,0.0
675,1,mid,Global popularity,0.009708737864077669,0.0,0.0,0.0
675,1,mid,HSTrans100,0.010416666666666666,0.0,0.0,0.0
675,1,frequent,CAFNet-D,0.1582181836428021,0.16354138662029635,0.13333333333333333,0.18181818181818182
675,1,frequent,CAFNet,0.08814648770888486,0.0,0.13333333333333333,0.18181818181818182
675,1,frequent,A3Net,0.13597934729633926,0.2090493674905264,0.2,0.2727272727272727
675,1,frequent,CAFNet-D w/o association residual,0.14925768414544102,0.16354138662029635,0.2,0.2727272727272727
675,1,frequent,CAFNet-D w/o bias/popularity prior,0.12029074500670182,0.12987501165334078,0.13333333333333333,0.18181818181818182
675,1,frequent,Global popularity,0.16885878009001395,0.14279514403613736,0.2,0.2727272727272727
675,1,frequent,HSTrans100,0.09888277331245221,0.09478836436955079,0.06666666666666667,0.09090909090909091
676,0,rare,CAFNet-D,,,,
676,0,rare,CAFNet,,,,
676,0,rare,A3Net,,,,
676,0,rare,CAFNet-D w/o association residual,,,,
676,0,rare,CAFNet-D w/o bias/popularity prior,,,,
676,0,rare,Global popularity,,,,
676,0,rare,HSTrans100,,,,
676,0,mid,CAFNet-D,0.00788692317208957,0.0,0.0,0.0
676,0,mid,CAFNet,0.02367315769377625,0.0,0.0,0.0
676,0,mid,A3Net,0.018434343434343435,0.0,0.0,0.0
676,0,mid,CAFNet-D w/o association residual,0.011334099014688993,0.0,0.0,0.0
676,0,mid,CAFNet-D w/o bias/popularity prior,0.017243867243867245,0.0,0.0,0.0
676,0,mid,Global popularity,0.007348791559317875,0.0,0.0,0.0
676,0,mid,HSTrans100,0.014235055724417425,0.0,0.0,0.0
676,0,frequent,CAFNet-D,0.6456973542078894,0.9363792118010483,0.6666666666666666,0.5555555555555556
676,0,frequent,CAFNet,0.5279971220740456,0.718362797268624,0.5333333333333333,0.4444444444444444
676,0,frequent,A3Net,0.4027876065930848,0.5645441593704202,0.5333333333333333,0.4444444444444444
676,0,frequent,CAFNet-D w/o association residual,0.6179447923901621,0.7909506325094736,0.6,0.5
676,0,frequent,CAFNet-D w/o bias/popularity prior,0.6347210148211271,0.9305687780632229,0.6666666666666666,0.5555555555555556
676,0,frequent,Global popularity,0.6268518063897784,0.8701249883466594,0.6,0.5
676,0,frequent,HSTrans100,0.43578277521932524,0.6745711375739729,0.4666666666666667,0.3888888888888889
677,9,rare,CAFNet-D,0.24174555725246397,0.46582309483828666,0.26666666666666666,0.2
677,9,rare,CAFNet,0.11082637908233023,0.2200917662980802,0.06666666666666667,0.05
677,9,rare,A3Net,0.13459220809253397,0.2863459897524693,0.13333333333333333,0.1
677,9,rare,CAFNet-D w/o association residual,0.2781455040237501,0.5887498202463202,0.3333333333333333,0.25
677,9,rare,CAFNet-D w/o bias/popularity prior,0.13791657127527288,0.17947710508581738,0.13333333333333333,0.1
677,9,rare,Global popularity,0.03680941636636688,0.0,0.0,0.0
677,9,rare,HSTrans100,0.036569908051775325,0.0,0.0,0.0
677,9,mid,CAFNet-D,0.3232589171674969,0.3535981533591636,0.3333333333333333,0.1388888888888889
677,9,mid,CAFNet,0.2827651861860271,0.3151625504769837,0.3333333333333333,0.1388888888888889
677,9,mid,A3Net,0.29976906119864427,0.381480299158558,0.5333333333333333,0.2222222222222222
677,9,mid,CAFNet-D w/o association residual,0.28171236149389467,0.39956887138389763,0.26666666666666666,0.1111111111111111
677,9,mid,CAFNet-D w/o bias/popularity prior,0.33762305870524734,0.2816575879096919,0.4,0.16666666666666666
677,9,mid,Global popularity,0.2330991361630665,0.37859880603906126,0.3333333333333333,0.1388888888888889
677,9,mid,HSTrans100,0.12759757368310976,0.14201905717762706,0.13333333333333333,0.05555555555555555
677,9,frequent,CAFNet-D,0.7209639744053891,0.8165901947515999,0.7333333333333333,0.12790697674418605
677,9,frequent,CAFNet,0.6521970659402071,0.647053841756604,0.6,0.10465116279069768
677,9,frequent,A3Net,0.6690638864791084,0.7411902110103873,0.7333333333333333,0.12790697674418605
677,9,frequent,CAFNet-D w/o association residual,0.7008887942110763,0.8263333286520084,0.8,0.13953488372093023
677,9,frequent,CAFNet-D w/o bias/popularity prior,0.7137880707254143,0.8200685179888284,0.8,0.13953488372093023
677,9,frequent,Global popularity,0.6492179043220373,0.77990823370192,0.8,0.13953488372093023
677,9,frequent,HSTrans100,0.511884014729599,0.6651928536555898,0.6666666666666666,0.11627906976744186
678,3,rare,CAFNet-D,,,,
678,3,rare,CAFNet,,,,
678,3,rare,A3Net,,,,
678,3,rare,CAFNet-D w/o association residual,,,,
678,3,rare,CAFNet-D w/o bias/popularity prior,,,,
678,3,rare,Global popularity,,,,
678,3,rare,HSTrans100,,,,
678,3,mid,CAFNet-D,0.3017845415678233,0.3391602052736161,0.2,0.6
678,3,mid,CAFNet,0.04266347875296025,0.0,0.06666666666666667,0.2
678,3,mid,A3Net,0.01610072754542081,0.0,0.0,0.0
678,3,mid,CAFNet-D w/o association residual,0.10342962578561955,0.16958010263680806,0.06666666666666667,0.2
678,3,mid,CAFNet-D w/o bias/popularity prior,0.07962288336351304,0.1208113026994942,0.06666666666666667,0.2
678,3,mid,Global popularity,0.038292803970223326,0.0,0.0,0.0
678,3,mid,HSTrans100,0.06490183792815371,0.10209739512291163,0.06666666666666667,0.2
678,3,frequent,CAFNet-D,0.30365192916917055,0.33405144466421566,0.3333333333333333,0.38461538461538464
678,3,frequent,CAFNet,0.2869030906014495,0.4505655760587973,0.26666666666666666,0.3076923076923077
678,3,frequent,A3Net,0.2858071181777236,0.39170347105873204,0.26666666666666666,0.3076923076923077
678,3,frequent,CAFNet-D w/o association residual,0.4708843800170289,0.5637884576902257,0.3333333333333333,0.38461538461538464
678,3,frequent,CAFNet-D w/o bias/popularity prior,0.3338007239532256,0.4220949603708208,0.26666666666666666,0.3076923076923077
678,3,frequent,Global popularity,0.3252765669699015,0.4152807670887413,0.26666666666666666,0.3076923076923077
678,3,frequent,HSTrans100,0.22106922410875948,0.3471357245055707,0.26666666666666666,0.3076923076923077
679,6,rare,CAFNet-D,0.017427884615384616,0.0,0.0,0.0
679,6,rare,CAFNet,0.003902420773001085,0.0,0.0,0.0
679,6,rare,A3Net,0.00820099331657367,0.0,0.0,0.0
679,6,rare,CAFNet-D w/o association residual,0.005352927953242666,0.0,0.0,0.0
679,6,rare,CAFNet-D w/o bias/popularity prior,0.00907893686646979,0.0,0.0,0.0
679,6,rare,Global popularity,0.012353210309592803,0.0,0.0,0.0
679,6,rare,HSTrans100,0.01574675324675325,0.0,0.0,0.0
679,6,mid,CAFNet-D,0.02702702702702703,0.0,0.0,0.0
679,6,mid,CAFNet,0.00625,0.0,0.0,0.0
679,6,mid,A3Net,0.0037735849056603774,0.0,0.0,0.0
679,6,mid,CAFNet-D w/o association residual,0.0072992700729927005,0.0,0.0,0.0
679,6,mid,CAFNet-D w/o bias/popularity prior,0.008,0.0,0.0,0.0
679,6,mid,Global popularity,0.0037593984962406013,0.0,0.0,0.0
679,6,mid,HSTrans100,0.006369426751592357,0.0,0.0,0.0
679,6,frequent,CAFNet-D,0.3180446498986135,0.4642913062995819,0.4,0.46153846153846156
679,6,frequent,CAFNet,0.3258568433065305,0.4381081808305046,0.3333333333333333,0.38461538461538464
679,6,frequent,A3Net,0.27506581342464925,0.3164618153841292,0.3333333333333333,0.38461538461538464
679,6,frequent,CAFNet-D w/o association residual,0.3497869081313718,0.5036067026046992,0.3333333333333333,0.38461538461538464
679,6,frequent,CAFNet-D w/o bias/popularity prior,0.3714234047239572,0.5552448576790283,0.4,0.46153846153846156
679,6,frequent,Global popularity,0.3164539518439225,0.4085359184257956,0.26666666666666666,0.3076923076923077
679,6,frequent,HSTrans100,0.11876563833282924,0.0,0.13333333333333333,0.15384615384615385
680,3,rare,CAFNet-D,,,,
680,3,rare,CAFNet,,,,
680,3,rare,A3Net,,,,
680,3,rare,CAFNet-D w/o association residual,,,,
680,3,rare,CAFNet-D w/o bias/popularity prior,,,,
680,3,rare,Global popularity,,,,
680,3,rare,HSTrans100,,,,
680,3,mid,CAFNet-D,0.034482758620689655,0.0,0.0,0.0
680,3,mid,CAFNet,0.029411764705882353,0.0,0.0,0.0
680,3,mid,A3Net,0.07692307692307693,0.0,0.06666666666666667,1.0
680,3,mid,CAFNet-D w/o association residual,0.030303030303030304,0.0,0.0,0.0
680,3,mid,CAFNet-D w/o bias/popularity prior,0.02564102564102564,0.0,0.0,0.0
680,3,mid,Global popularity,0.014925373134328358,0.0,0.0,0.0
680,3,mid,HSTrans100,0.0036101083032490976,0.0,0.0,0.0
680,3,frequent,CAFNet-D,0.45693329452659875,0.611019150498302,0.3333333333333333,0.45454545454545453
680,3,frequent,CAFNet,0.17415603080886433,0.1100458831490401,0.2,0.2727272727272727
680,3,frequent,A3Net,0.3296704422519343,0.4518648409659428,0.4,0.5454545454545454
680,3,frequent,CAFNet-D w/o association residual,0.4829881614723694,0.6235744328990732,0.3333333333333333,0.45454545454545453
680,3,frequent,CAFNet-D w/o bias/popularity prior,0.514001404791363,0.6421867266689011,0.3333333333333333,0.45454545454545453
680,3,frequent,Global popularity,0.46269143269143265,0.5541432109622959,0.3333333333333333,0.45454545454545453
680,3,frequent,HSTrans100,0.3585525409403248,0.48864468918810133,0.3333333333333333,0.45454545454545453
681,2,rare,CAFNet-D,0.009596712279275617,0.0,0.0,0.0
681,2,rare,CAFNet,0.025125178826895564,0.0,0.0,0.0
681,2,rare,A3Net,0.044036334913112166,0.0,0.06666666666666667,0.5
681,2,rare,CAFNet-D w/o association residual,0.025014132278123234,0.0,0.0,0.0
681,2,rare,CAFNet-D w/o bias/popularity prior,0.05421940928270042,0.17723928678404774,0.06666666666666667,0.5
681,2,rare,Global popularity,0.019917582417582416,0.0,0.0,0.0
681,2,rare,HSTrans100,0.015476190476190477,0.0,0.0,0.0
681,2,mid,CAFNet-D,0.018688338073873524,0.0,0.0,0.0
681,2,mid,CAFNet,0.21509703756479082,0.3026024134988135,0.13333333333333333,0.3333333333333333
681,2,mid,A3Net,0.05163276656602574,0.08747171410140821,0.06666666666666667,0.16666666666666666
681,2,mid,CAFNet-D w/o association residual,0.0798158637236671,0.11706259313796355,0.06666666666666667,0.16666666666666666
681,2,mid,CAFNet-D w/o bias/popularity prior,0.13923437811759523,0.2820132694023928,0.13333333333333333,0.3333333333333333
681,2,mid,Global popularity,0.049132935105683714,0.1909208661789347,0.06666666666666667,0.16666666666666666
681,2,mid,HSTrans100,0.03321987817878968,0.0,0.0,0.0
681,2,frequent,CAFNet-D,0.5895179009267009,0.793584067764911,0.8,0.21428571428571427
681,2,frequent,CAFNet,0.7633055212524859,0.9363792118010483,0.9333333333333333,0.25
681,2,frequent,A3Net,0.7332812397990488,1.0,1.0,0.26785714285714285
681,2,frequent,CAFNet-D w/o association residual,0.7177364817085365,0.9305687780632229,0.8,0.21428571428571427
681,2,frequent,CAFNet-D w/o bias/popularity prior,0.7663200937341019,1.0,0.8666666666666667,0.23214285714285715
681,2,frequent,Global popularity,0.6682710137929028,0.8572048559638626,0.8,0.21428571428571427
681,2,frequent,HSTrans100,0.5660786156431155,1.0,0.7333333333333333,0.19642857142857142
682,0,rare,CAFNet-D,,,,
682,0,rare,CAFNet,,,,
682,0,rare,A3Net,,,,
682,0,rare,CAFNet-D w/o association residual,,,,
682,0,rare,CAFNet-D w/o bias/popularity prior,,,,
682,0,rare,Global popularity,,,,
682,0,rare,HSTrans100,,,,
682,0,mid,CAFNet-D,0.019111738935777813,0.0,0.0,0.0
682,0,mid,CAFNet,0.021656469892272247,0.0,0.0,0.0
682,0,mid,A3Net,0.05401334776334776,0.13012668333070054,0.06666666666666667,0.25
682,0,mid,CAFNet-D w/o association residual,0.0182021804835924,0.0,0.0,0.0
682,0,mid,CAFNet-D w/o bias/popularity prior,0.014933664209936743,0.0,0.0,0.0
682,0,mid,Global popularity,0.021548164293860136,0.0,0.0,0.0
682,0,mid,HSTrans100,0.02996885855440441,0.0,0.0,0.0
682,0,frequent,CAFNet-D,0.42134572317853514,0.4760705018418427,0.5333333333333333,0.2962962962962963
682,0,frequent,CAFNet,0.4243283730834048,0.42696207545852366,0.5333333333333333,0.2962962962962963
682,0,frequent,A3Net,0.3559413024369078,0.3628476202104144,0.4,0.2222222222222222
682,0,frequent,CAFNet-D w/o association residual,0.37797269386485355,0.5810820381115674,0.4666666666666667,0.25925925925925924
682,0,frequent,CAFNet-D w/o bias/popularity prior,0.3100441882425571,0.36362370706892466,0.4,0.2222222222222222
682,0,frequent,Global popularity,0.44103296524703484,0.6461194268314838,0.5333333333333333,0.2962962962962963
682,0,frequent,HSTrans100,0.2926527648846196,0.3132848169017409,0.3333333333333333,0.18518518518518517
683,9,rare,CAFNet-D,,,,
683,9,rare,CAFNet,,,,
683,9,rare,A3Net,,,,
683,9,rare,CAFNet-D w/o association residual,,,,
683,9,rare,CAFNet-D w/o bias/popularity prior,,,,
683,9,rare,Global popularity,,,,
683,9,rare,HSTrans100,,,,
683,9,mid,CAFNet-D,,,,
683,9,mid,CAFNet,,,,
683,9,mid,A3Net,,,,
683,9,mid,CAFNet-D w/o association residual,,,,
683,9,mid,CAFNet-D w/o bias/popularity prior,,,,
683,9,mid,Global popularity,,,,
683,9,mid,HSTrans100,,,,
683,9,frequent,CAFNet-D,0.5586904761904762,0.5531464700081437,0.26666666666666666,0.8
683,9,frequent,CAFNet,0.6333333333333333,0.7426050123677904,0.3333333333333333,1.0
683,9,frequent,A3Net,0.24926739926739927,0.22004653412513583,0.26666666666666666,0.8
683,9,frequent,CAFNet-D w/o association residual,0.6227124183006536,0.7622369974983191,0.26666666666666666,0.8
683,9,frequent,CAFNet-D w/o bias/popularity prior,0.42666666666666664,0.4580939004085911,0.3333333333333333,1.0
683,9,frequent,Global popularity,0.5054901960784315,0.7088769888646929,0.26666666666666666,0.8
683,9,frequent,HSTrans100,0.3592270531400966,0.5392968862278849,0.2,0.6
684,5,rare,CAFNet-D,0.012048192771084338,0.0,0.0,0.0
684,5,rare,CAFNet,0.025,0.0,0.0,0.0
684,5,rare,A3Net,0.029411764705882353,0.0,0.0,0.0
684,5,rare,CAFNet-D w/o association residual,0.02,0.0,0.0,0.0
684,5,rare,CAFNet-D w/o bias/popularity prior,0.015151515151515152,0.0,0.0,0.0
684,5,rare,Global popularity,0.015873015873015872,0.0,0.0,0.0
684,5,rare,HSTrans100,0.005025125628140704,0.0,0.0,0.0
684,5,mid,CAFNet-D,,,,
684,5,mid,CAFNet,,,,
684,5,mid,A3Net,,,,
684,5,mid,CAFNet-D w/o association residual,,,,
684,5,mid,CAFNet-D w/o bias/popularity prior,,,,
684,5,mid,Global popularity,,,,
684,5,mid,HSTrans100,,,,
684,5,frequent,CAFNet-D,0.4678976841682435,0.6136525857537394,0.4,0.42857142857142855
684,5,frequent,CAFNet,0.31083933838643774,0.3164618153841292,0.4,0.42857142857142855
684,5,frequent,A3Net,0.436389942661636,0.4985723557253839,0.4666666666666667,0.5
684,5,frequent,CAFNet-D w/o association residual,0.45315801175580245,0.5473983622993503,0.4,0.42857142857142855
684,5,frequent,CAFNet-D w/o bias/popularity prior,0.48299361314887385,0.5988751049740156,0.4666666666666667,0.5
684,5,frequent,Global popularity,0.40539290364893343,0.5473983622993503,0.3333333333333333,0.35714285714285715
684,5,frequent,HSTrans100,0.2012376662516702,0.2200917662980802,0.2,0.21428571428571427
685,6,rare,CAFNet-D,0.14526844874520733,0.2172607128522299,0.2,0.07317073170731707
685,6,rare,CAFNet,0.1561817388834912,0.17947710508581738,0.2,0.07317073170731707
685,6,rare,A3Net,0.1475500907327235,0.0,0.13333333333333333,0.04878048780487805
685,6,rare,CAFNet-D w/o association residual,0.14101843098260958,0.2329726085570736,0.26666666666666666,0.0975609756097561
685,6,rare,CAFNet-D w/o bias/popularity prior,0.13219454182648335,0.06943122193677728,0.13333333333333333,0.04878048780487805
685,6,rare,Global popularity,0.13525507700223136,0.5384313152574522,0.26666666666666666,0.0975609756097561
685,6,rare,HSTrans100,0.092077565896235,0.0,0.06666666666666667,0.024390243902439025
685,6,mid,CAFNet-D,0.5553691801520076,0.823699893396571,0.7333333333333333,0.11
685,6,mid,CAFNet,0.5029657777833839,0.5289638450374727,0.5333333333333333,0.08
685,6,mid,A3Net,0.5408778705106916,0.6961622681399229,0.6,0.09
685,6,mid,CAFNet-D w/o association residual,0.5445410624351447,0.7015099647232446,0.8666666666666667,0.13
685,6,mid,CAFNet-D w/o bias/popularity prior,0.5618078018936273,0.8701249883466594,0.7333333333333333,0.11
685,6,mid,Global popularity,0.5577349582439698,0.7948833326720566,0.7333333333333333,0.11
685,6,mid,HSTrans100,0.36487204909761944,0.4516672227755298,0.4666666666666667,0.07
685,6,frequent,CAFNet-D,0.8839456684053443,1.0,1.0,0.0967741935483871
685,6,frequent,CAFNet,0.826981946625893,0.741670249010153,0.8,0.07741935483870968
685,6,frequent,A3Net,0.8363688251467885,0.73855677575495,0.8,0.07741935483870968
685,6,frequent,CAFNet-D w/o association residual,0.8889836027916497,0.9363792118010483,0.9333333333333333,0.09032258064516129
685,6,frequent,CAFNet-D w/o bias/popularity prior,0.8832634405042469,0.92663607790064,0.9333333333333333,0.09032258064516129
685,6,frequent,Global popularity,0.8758829710804228,1.0,1.0,0.0967741935483871
685,6,frequent,HSTrans100,0.8233544600655633,0.9337457765456111,0.8666666666666667,0.08387096774193549
686,0,rare,CAFNet-D,,,,
686,0,rare,CAFNet,,,,
686,0,rare,A3Net,,,,
686,0,rare,CAFNet-D w/o association residual,,,,
686,0,rare,CAFNet-D w/o bias/popularity prior,,,,
686,0,rare,Global popularity,,,,
686,0,rare,HSTrans100,,,,
686,0,mid,CAFNet-D,0.08333333333333333,0.0,0.06666666666666667,1.0
686,0,mid,CAFNet,0.05263157894736842,0.0,0.0,0.0
686,0,mid,A3Net,0.1,0.2890648263178879,0.06666666666666667,1.0
686,0,mid,CAFNet-D w/o association residual,0.0625,0.0,0.0,0.0
686,0,mid,CAFNet-D w/o bias/popularity prior,0.04,0.0,0.0,0.0
686,0,mid,Global popularity,0.015151515151515152,0.0,0.0,0.0
686,0,mid,HSTrans100,0.0034602076124567475,0.0,0.0,0.0
